date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:08:33	114320/114320	---M--	200	added ('OK')	image/png	etag:%221be90-5ac828386b819%22	https://covid.gov.pk/new_guidelines/image/10August2020_tourism.PNG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/10August2020_tourism.png	(from https://covid.gov.pk/guideline)
05:08:33	127247/127247	---M--	200	added ('OK')	image/png	etag:%221f10f-5ac81a5aef1de%22	https://covid.gov.pk/new_guidelines/image/10August2020_independence-english.PNG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/10August2020_independence-english.png	(from https://covid.gov.pk/guideline)
05:08:33	218449/218449	---M--	200	added ('OK')	application/pdf	etag:%2235551-5ac828386b819%22	https://covid.gov.pk/new_guidelines/10August2020_20200808_Guidelines_for_Reopening_Tourism_4001_(1).pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/10August2020_20200808_Guidelines_for_Reopening_Tourism_4001_(1).pdf	(from https://covid.gov.pk/guideline)
05:08:34	113997/113997	---M--	200	added ('OK')	image/png	etag:%221bd4d-5ac8277d028c2%22	https://covid.gov.pk/new_guidelines/image/10August2020_independence-urdu.PNG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/10August2020_independence-urdu.png	(from https://covid.gov.pk/guideline)
05:08:35	182706/182706	---M--	200	added ('OK')	application/pdf	etag:%222c9b2-5ac81a5aef1de%22	https://covid.gov.pk/new_guidelines/10August2020_20200806__Guidelines_for_Independence_Day_Celerations_Program_3902.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/10August2020_20200806__Guidelines_for_Independence_Day_Celerations_Program_3902.pdf	(from https://covid.gov.pk/guideline)
05:08:36	103467/103467	---M--	200	added ('OK')	image/png	etag:%221942b-5ab7b625a8dd7%22	https://covid.gov.pk/new_guidelines/image/28July2020_capture4.PNG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/28July2020_capture4.png	(from https://covid.gov.pk/guideline)
05:08:37	127756/127756	---M--	200	added ('OK')	image/png	etag:%221f30c-5ab556cd69b1e%22	https://covid.gov.pk/new_guidelines/image/26July2020_asdfasdfasdf.PNG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/26July2020_asdfasdfasdf.png	(from https://covid.gov.pk/guideline)
05:08:37	210746/210746	---M--	200	added ('OK')	application/pdf	etag:%223373a-5ac8277d028c2%22	https://covid.gov.pk/new_guidelines/10August2020_20200806_Guidelines_for_Independence_Day_Celebrations_14th_August_Urdu_V2_3902.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/10August2020_20200806_Guidelines_for_Independence_Day_Celebrations_14th_August_Urdu_V2_3902.pdf	(from https://covid.gov.pk/guideline)
05:08:38	130050/130050	---M--	200	added ('OK')	image/png	etag:%221fc02-5aaecef132bba%22	https://covid.gov.pk/new_guidelines/image/21July2020_Capture.PNG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/21July2020_Capture.png	(from https://covid.gov.pk/guideline)
05:08:39	388057/388057	---M--	200	added ('OK')	application/pdf	etag:%225ebd9-5ab5566bd5eab%22	https://covid.gov.pk/new_guidelines/26July2020_20200724_Guidelines_for_Cleaning__Disinfection_of_Environmental_Surfaces_0204.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/26July2020_20200724_Guidelines_for_Cleaning__Disinfection_of_Environmental_Surfaces_0204.pdf	(from https://covid.gov.pk/guideline)
05:08:39	148288/148288	---M--	200	added ('OK')	application/pdf	etag:%2224340-5aaecef132bba%22	https://covid.gov.pk/new_guidelines/21July2020_20200720_Guidelines_for_Screening_of_Hospital_Admitted_Non-COVID_Patients_and_Healthcare_Personnel_3701.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/21July2020_20200720_Guidelines_for_Screening_of_Hospital_Admitted_Non-COVID_Patients_and_Healthcare_Personnel_3701.pdf	(from https://covid.gov.pk/guideline)
05:08:39	239135/239135	---M--	200	added ('OK')	application/pdf	etag:%223a61f-5ab7b625a8dd7%22	https://covid.gov.pk/new_guidelines/28July2020_20200725_GuidelinesUrdu-Eid_ul_Adha_for_Prevention_of_Corona_Virus_Urdu__3002.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/28July2020_20200725_GuidelinesUrdu-Eid_ul_Adha_for_Prevention_of_Corona_Virus_Urdu__3002.pdf	(from https://covid.gov.pk/guideline)
05:08:40	110326/110326	---M--	200	added ('OK')	image/jpeg	etag:%221aef6-5aa3b0c91a48e%22	https://covid.gov.pk/new_guidelines/image/12July2020_20200712_Guidelines_for_Eid_ul_Adha_for_Prevention_of_Corona_Virus_3002.JPG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/12July2020_20200712_Guidelines_for_Eid_ul_Adha_for_Prevention_of_Corona_Virus_3002.jpg	(from https://covid.gov.pk/guideline)
05:08:40	204057/204057	---M--	200	added ('OK')	image/png	etag:%2231d19-5aa8c39c0a0fd%22	https://covid.gov.pk/new_guidelines/image/16July2020_Capture.PNG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/16July2020_Capture.png	(from https://covid.gov.pk/guideline)
05:08:41	111251/111251	---M--	200	added ('OK')	image/jpeg	etag:%221b293-5aa2657b0e576%22	https://covid.gov.pk/new_guidelines/image/11July2020_20200710_Guidelines_for_holding_NA_or_Senate_of_Pakistan_session_1501.JPG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/11July2020_20200710_Guidelines_for_holding_NA_or_Senate_of_Pakistan_session_1501.jpg	(from https://covid.gov.pk/guideline)
05:08:42	191954/191954	---M--	200	added ('OK')	application/pdf	etag:%222edd2-5aa3b0c91a48e%22	https://covid.gov.pk/new_guidelines/12July2020_20200712_Guidelines_for_Eid_ul_Adha_for_Prevention_of_Corona_Virus_3002.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/12July2020_20200712_Guidelines_for_Eid_ul_Adha_for_Prevention_of_Corona_Virus_3002.pdf	(from https://covid.gov.pk/guideline)
05:08:42	134062/134062	---M--	200	added ('OK')	application/pdf	etag:%2220bae-5aa2657b0e576%22	https://covid.gov.pk/new_guidelines/11July2020_20200710_Guidelines_for_holding_NA_or_Senate_of_Pakistan_session_1501.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/11July2020_20200710_Guidelines_for_holding_NA_or_Senate_of_Pakistan_session_1501.pdf	(from https://covid.gov.pk/guideline)
05:08:43	134598/134598	---M--	200	added ('OK')	application/pdf	etag:%2220dc6-5aa00bad45bc7%22	https://covid.gov.pk/new_guidelines/09July2020_SOPs_for_Eid_ul_Azha.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/09July2020_SOPs_for_Eid_ul_Azha.pdf	(from https://covid.gov.pk/guideline)
05:08:43	112181/112181	---M--	200	added ('OK')	image/png	etag:%221b635-5aa00bad45bc7%22	https://covid.gov.pk/new_guidelines/image/09July2020_SOPs_for_Eid_ul_Azha.PNG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/09July2020_SOPs_for_Eid_ul_Azha.png	(from https://covid.gov.pk/guideline)
05:08:43	129918/129918	---M--	200	added ('OK')	image/jpeg	etag:%221fb7e-5aa04fe017e4f%22	https://covid.gov.pk/new_guidelines/image/09July2020_20200709_Guidelines_for_Functioning_of_Courts_in_wake_of_COVID_19_3101.JPG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/09July2020_20200709_Guidelines_for_Functioning_of_Courts_in_wake_of_COVID_19_3101.jpg	(from https://covid.gov.pk/guideline)
05:08:44	137739/137739	---M--	200	added ('OK')	image/jpeg	etag:%2221a0b-5a9dae1daa31c%22	https://covid.gov.pk/new_guidelines/image/07July2020_20200707_Interim_Guidance_for_Continuity_of_SRH_Services_2201.JPG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/07July2020_20200707_Interim_Guidance_for_Continuity_of_SRH_Services_2201.jpg	(from https://covid.gov.pk/guideline)
05:08:44	217617/217617	---M--	200	added ('OK')	application/pdf	etag:%2235211-5aa04fe017e4f%22	https://covid.gov.pk/new_guidelines/09July2020_20200709_Guidelines_for_Functioning_of_Courts_in_wake_of_COVID_19_3101.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/09July2020_20200709_Guidelines_for_Functioning_of_Courts_in_wake_of_COVID_19_3101.pdf	(from https://covid.gov.pk/guideline)
05:08:45	146671/146671	---M--	200	added ('OK')	image/jpeg	etag:%2223cef-5a9daedb4c897%22	https://covid.gov.pk/new_guidelines/image/07July2020_20200707_Guidelines_for_the_Clinical_Management_of_COVID_in_Children_2301.JPG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/07July2020_20200707_Guidelines_for_the_Clinical_Management_of_COVID_in_Children_2301.jpg	(from https://covid.gov.pk/guideline)
05:08:45	79733/79733	---M--	200	added ('OK')	image/jpeg	etag:%2213775-5a99a456e2b2e%22	https://covid.gov.pk/new_guidelines/image/04July2020_20200704_Clinical_Management_Guidelines_for_COVID-19_infections_1203.JPG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/04July2020_20200704_Clinical_Management_Guidelines_for_COVID-19_infections_1203.jpg	(from https://covid.gov.pk/guideline)
05:08:47	599085/599085	---M--	200	added ('OK')	application/pdf	etag:%229242d-5a9dae1dab2bc%22	https://covid.gov.pk/new_guidelines/07July2020_20200707_Interim_Guidance_for_Continuity_of_SRH_Services_2201.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/07July2020_20200707_Interim_Guidance_for_Continuity_of_SRH_Services_2201.pdf	(from https://covid.gov.pk/guideline)
05:08:47	110488/110488	---M--	200	added ('OK')	image/jpeg	etag:%221af98-5a9774d12a027%22	https://covid.gov.pk/new_guidelines/image/02July2020_20200701_National_Testing_Guidelines_for_(RT-PCR)_Diagnostic_Test_0103.JPG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/02July2020_20200701_National_Testing_Guidelines_for_(RT-PCR)_Diagnostic_Test_0103.jpg	(from https://covid.gov.pk/guideline)
05:08:47	455787/455787	---M--	200	added ('OK')	application/pdf	etag:%226f46b-5a99a456e3ace%22	https://covid.gov.pk/new_guidelines/04July2020_20200704_Clinical_Management_Guidelines_for_COVID-19_infections_1203.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/04July2020_20200704_Clinical_Management_Guidelines_for_COVID-19_infections_1203.pdf	(from https://covid.gov.pk/guideline)
05:08:50	312311/312311	---M--	200	added ('OK')	application/pdf	etag:%224c3f7-5a9774d12a027%22	https://covid.gov.pk/new_guidelines/02July2020_20200701_National_Testing_Guidelines_for_(RT-PCR)_Diagnostic_Test_0103.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/02July2020_20200701_National_Testing_Guidelines_for_(RT-PCR)_Diagnostic_Test_0103.pdf	(from https://covid.gov.pk/guideline)
05:08:50	111711/111711	---M--	200	added ('OK')	image/jpeg	etag:%221b45f-5a9287df793a9%22	https://covid.gov.pk/new_guidelines/image/28June2020_20200628_Guidelines_for_International_Departure_from_Pakistan_02.JPG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/28June2020_20200628_Guidelines_for_International_Departure_from_Pakistan_02.jpg	(from https://covid.gov.pk/guideline)
05:08:51	121020/121020	---M--	200	added ('OK')	image/jpeg	etag:%221d8bc-5a9154eb73753%22	https://covid.gov.pk/new_guidelines/image/27June2020_20200627_Guidelines_for_for_Passengers,_Conveyances_and_cargo_at_ground_crossings_2803.JPG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/27June2020_20200627_Guidelines_for_for_Passengers,_Conveyances_and_cargo_at_ground_crossings_2803.jpg	(from https://covid.gov.pk/guideline)
05:08:51	312423/312423	---M--	200	added ('OK')	application/pdf	etag:%224c467-5a9287df793a9%22	https://covid.gov.pk/new_guidelines/28June2020_20200628_Guidelines_for_International_Departure_from_Pakistan_02.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/28June2020_20200628_Guidelines_for_International_Departure_from_Pakistan_02.pdf	(from https://covid.gov.pk/guideline)
05:08:52	111918/111918	---M--	200	added ('OK')	image/jpeg	etag:%221b52e-5a8738d99fabb%22	https://covid.gov.pk/new_guidelines/image/19June2020_Safety_for_Law_Enforcement_Agencies_in_Wake_of_Covid_19.JPG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/19June2020_Safety_for_Law_Enforcement_Agencies_in_Wake_of_Covid_19.jpg	(from https://covid.gov.pk/guideline)
05:08:52	211305/211305	---M--	200	added ('OK')	application/pdf	etag:%2233969-5a9154eb73753%22	https://covid.gov.pk/new_guidelines/27June2020_20200627_Guidelines_to_Implement_Preventive_Health_Measures_for_Passengers_2802.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/27June2020_20200627_Guidelines_to_Implement_Preventive_Health_Measures_for_Passengers_2802.pdf	(from https://covid.gov.pk/guideline)
05:08:52	191732/191732	---M--	200	added ('OK')	application/pdf	etag:%222ecf4-5a8738d99fabb%22	https://covid.gov.pk/new_guidelines/19June2020_20200619_Guidelines_for_Law_Enforcement_Agencies_1601.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/19June2020_20200619_Guidelines_for_Law_Enforcement_Agencies_1601.pdf	(from https://covid.gov.pk/guideline)
05:08:52	98102/98102	---M--	200	added ('OK')	image/jpeg	etag:%2217f36-5a819d690de05%22	https://covid.gov.pk/new_guidelines/image/15June2020_20200615_Guidelines_for_the_Convalescent-_plasma_therapy_1501.JPG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/15June2020_20200615_Guidelines_for_the_Convalescent-_plasma_therapy_1501.jpg	(from https://covid.gov.pk/guideline)
05:08:53	93584/93584	---M--	200	added ('OK')	image/jpeg	etag:%2216d90-5a809d13dcd90%22	https://covid.gov.pk/new_guidelines/image/14June2020_Oxygen_Facilities_for_Covid-19_Patients.JPG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/14June2020_Oxygen_Facilities_for_Covid-19_Patients.jpg	(from https://covid.gov.pk/guideline)
05:08:54	180761/180761	---M--	200	added ('OK')	application/pdf	etag:%222c219-5a819d690de05%22	https://covid.gov.pk/new_guidelines/15June2020_20200615_Guidelines_for_the_Convalescent-_plasma_therapy_1501.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/15June2020_20200615_Guidelines_for_the_Convalescent-_plasma_therapy_1501.pdf	(from https://covid.gov.pk/guideline)
05:08:55	69506/69506	---M--	200	added ('OK')	image/jpeg	etag:%2210f82-5a809ba5c0c5e%22	https://covid.gov.pk/new_guidelines/image/14June2020_20200613_Guidelines_for_Mandatory_use_of_face_mask_(urdu)_1704.JPG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/14June2020_20200613_Guidelines_for_Mandatory_use_of_face_mask_(urdu)_1704.jpg	(from https://covid.gov.pk/guideline)
05:08:55	347175/347175	---M--	200	added ('OK')	application/pdf	etag:%2254c27-5a809d13dcd90%22	https://covid.gov.pk/new_guidelines/14June2020_20200613_Guidelines_for_Oxygen_Use_3301.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/14June2020_20200613_Guidelines_for_Oxygen_Use_3301.pdf	(from https://covid.gov.pk/guideline)
05:08:58	122297/122297	---M--	200	added ('OK')	image/jpeg	etag:%221ddb9-5a794f47070d7%22	https://covid.gov.pk/new_guidelines/image/08June2020_facemask_guidleines.JPG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/08June2020_facemask_guidleines.jpg	(from https://covid.gov.pk/guideline)
05:08:58	1843830/1843830	---M--	200	added ('OK')	application/pdf	etag:%221c2276-5a9daedb4d838%22	https://covid.gov.pk/new_guidelines/07July2020_20200707_Guidelines_for_the_Clinical_Management_of_COVID_in_Children_2301.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/07July2020_20200707_Guidelines_for_the_Clinical_Management_of_COVID_in_Children_2301.pdf	(from https://covid.gov.pk/guideline)
05:08:59	308162/308162	---M--	200	added ('OK')	application/pdf	etag:%224b3c2-5a794f4708077%22	https://covid.gov.pk/new_guidelines/08June2020_2020608_Guidelines_for_mandatory_use_of_face_mask_1704.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/08June2020_2020608_Guidelines_for_mandatory_use_of_face_mask_1704.pdf	(from https://covid.gov.pk/guideline)
05:08:59	215010/215010	---M--	200	added ('OK')	application/pdf	etag:%22347e2-5a7fc6c428781%22	https://covid.gov.pk/new_guidelines/14June2020_20200613_Guidelines_for_Mandatory_use_of_face_mask_(urdu)_1704.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/14June2020_20200613_Guidelines_for_Mandatory_use_of_face_mask_(urdu)_1704.pdf	(from https://covid.gov.pk/guideline)
05:09:00	94047/94047	---M--	200	added ('OK')	image/jpeg	etag:%2216f5f-5a78152043e71%22	https://covid.gov.pk/new_guidelines/image/07June2020_20200607_Guidelines_for_Government_Employees_and_Organizations_3401.JPG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/07June2020_20200607_Guidelines_for_Government_Employees_and_Organizations_3401.jpg	(from https://covid.gov.pk/guideline)
05:09:02	102563/102563	---M--	200	added ('OK')	image/jpeg	etag:%22190a3-5a781558df1c8%22	https://covid.gov.pk/new_guidelines/image/07June2020_20200602_Guidelines_for_Care_of_Old_Patients_in_Wake_of_COVID_19_3501.JPG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/07June2020_20200602_Guidelines_for_Care_of_Old_Patients_in_Wake_of_COVID_19_3501.jpg	(from https://covid.gov.pk/guideline)
05:09:02	205742/205742	---M--	200	added ('OK')	application/pdf	etag:%22323ae-5a78152044e11%22	https://covid.gov.pk/new_guidelines/07June2020_20200607_Guidelines_for_Government_Employees_and_Organizations_3401.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/07June2020_20200607_Guidelines_for_Government_Employees_and_Organizations_3401.pdf	(from https://covid.gov.pk/guideline)
05:09:02	186031/186031	---M--	200	added ('OK')	application/pdf	etag:%222d6af-5a781558df1c8%22	https://covid.gov.pk/new_guidelines/07June2020_20200602_Guidelines_for_Care_of_Old_Patients_in_Wake_of_COVID_19_3501.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/07June2020_20200602_Guidelines_for_Care_of_Old_Patients_in_Wake_of_COVID_19_3501.pdf	(from https://covid.gov.pk/guideline)
05:09:02	139573/139573	---M--	200	added ('OK')	image/png	etag:%2222135-5a713ebf3404a%22	https://covid.gov.pk/new_guidelines/image/02June2020_28.PNG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/02June2020_28.png	(from https://covid.gov.pk/guideline)
05:09:03	80656/80656	---M--	200	added ('OK')	image/png	etag:%2213b10-5a70187f92416%22	https://covid.gov.pk/new_guidelines/image/01June2020_21.PNG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/01June2020_21.png	(from https://covid.gov.pk/guideline)
05:09:04	96732/96732	---M--	200	added ('OK')	image/png	etag:%22179dc-5a70180f79035%22	https://covid.gov.pk/new_guidelines/image/01June2020_19.PNG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/01June2020_19.png	(from https://covid.gov.pk/guideline)
05:09:05	242361/242361	---M--	200	added ('OK')	application/pdf	etag:%223b2b9-5a701930351dd%22	https://covid.gov.pk/new_guidelines/01June2020_Guidelines_for_Ethical_Healthcare_Decision-Making_in_Pakistan.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/01June2020_Guidelines_for_Ethical_Healthcare_Decision-Making_in_Pakistan.pdf	(from https://covid.gov.pk/guideline)
05:09:06	99418/99418	---M--	200	added ('OK')	image/png	etag:%221845a-5a70184c66bdd%22	https://covid.gov.pk/new_guidelines/image/01June2020_20.PNG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/01June2020_20.png	(from https://covid.gov.pk/guideline)
05:09:06	206694/206694	---M--	200	added ('OK')	application/pdf	etag:%2232766-5a70187f92416%22	https://covid.gov.pk/new_guidelines/01June2020_20200530_Guidelines_for_working_of_OPDs_for_Routine_Patients.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/01June2020_20200530_Guidelines_for_working_of_OPDs_for_Routine_Patients.pdf	(from https://covid.gov.pk/guideline)
05:09:07	107050/107050	---M--	200	added ('OK')	image/png	etag:%221a22a-5a701676b9299%22	https://covid.gov.pk/new_guidelines/image/01June2020_12.PNG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/01June2020_12.png	(from https://covid.gov.pk/guideline)
05:09:07	190028/190028	---M--	200	added ('OK')	application/pdf	etag:%222e64c-5a70180f79035%22	https://covid.gov.pk/new_guidelines/01June2020_20200529_Guidelines_for_Home_Isolation_03.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/01June2020_20200529_Guidelines_for_Home_Isolation_03.pdf	(from https://covid.gov.pk/guideline)
05:09:08	158993/158993	---M--	200	added ('OK')	application/pdf	etag:%2226d11-5a701676ba239%22	https://covid.gov.pk/new_guidelines/01June2020_20200505_Guidelines_for_Burial_and_Safe_management_of_COVID_19_dead_body_0803_may.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/01June2020_20200505_Guidelines_for_Burial_and_Safe_management_of_COVID_19_dead_body_0803_may.pdf	(from https://covid.gov.pk/guideline)
05:09:08	162090/162090	---M--	200	added ('OK')	application/pdf	etag:%222792a-5a70184c66bdd%22	https://covid.gov.pk/new_guidelines/01June2020_20200529_Guidelines_for_Air_Transport_of_Covid_Positive_Dead_Body_03.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/01June2020_20200529_Guidelines_for_Air_Transport_of_Covid_Positive_Dead_Body_03.pdf	(from https://covid.gov.pk/guideline)
05:09:08	90960/90960	---M--	200	added ('OK')	image/jpeg	etag:%2216350-5a8a84c61ffbd%22	https://covid.gov.pk/new_guidelines/image/22June2020_20200526_Guidelines_for_Safe_Burial_of_COVID_Dead_Body-Urdu_V1_0804.JPG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/22June2020_20200526_Guidelines_for_Safe_Burial_of_COVID_Dead_Body-Urdu_V1_0804.jpg	(from https://covid.gov.pk/guideline)
05:09:09	87120/87120	---M--	200	added ('OK')	image/jpeg	etag:%2215450-5a8a84312ed75%22	https://covid.gov.pk/new_guidelines/image/22June2020_20200505_Guidelines_for_Public_Transport-Urdu_V1__2401.JPG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/22June2020_20200505_Guidelines_for_Public_Transport-Urdu_V1__2401.jpg	(from https://covid.gov.pk/guideline)
05:09:09	229883/229883	---M--	200	added ('OK')	application/pdf	etag:%22381fb-5a8a84c61ffbd%22	https://covid.gov.pk/new_guidelines/22June2020_20200526_Guidelines_for_Safe_Burial_of_COVID_Dead_Body-Urdu_V1_0804.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/22June2020_20200526_Guidelines_for_Safe_Burial_of_COVID_Dead_Body-Urdu_V1_0804.pdf	(from https://covid.gov.pk/guideline)
05:09:09	74177/74177	---M--	200	added ('OK')	image/png	etag:%22121c1-5a7017ae11be0%22	https://covid.gov.pk/new_guidelines/image/01June2020_17.PNG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/01June2020_17.png	(from https://covid.gov.pk/guideline)
05:09:10	181719/181719	---M--	200	added ('OK')	application/pdf	etag:%222c5d7-5a8a84312ed75%22	https://covid.gov.pk/new_guidelines/22June2020_20200505_Guidelines_for_Public_Transport-Urdu_V1__2401.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/22June2020_20200505_Guidelines_for_Public_Transport-Urdu_V1__2401.pdf	(from https://covid.gov.pk/guideline)
05:09:10	84051/84051	---M--	200	added ('OK')	image/png	etag:%2214853-5a7017867a4b8%22	https://covid.gov.pk/new_guidelines/image/01June2020_16.PNG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/01June2020_16.png	(from https://covid.gov.pk/guideline)
05:09:10	183303/183303	---M--	200	added ('OK')	application/pdf	etag:%222cc07-5a7017ae11be0%22	https://covid.gov.pk/new_guidelines/01June2020_20200519_Guidelines_for_Safety_Measures_at_Railways.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/01June2020_20200519_Guidelines_for_Safety_Measures_at_Railways.pdf	(from https://covid.gov.pk/guideline)
05:09:11	111204/111204	---M--	200	added ('OK')	image/png	etag:%221b264-5a701733b752b%22	https://covid.gov.pk/new_guidelines/image/01June2020_14.PNG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/01June2020_14.png	(from https://covid.gov.pk/guideline)
05:09:11	64982/64982	---M--	200	added ('OK')	image/png	etag:%22fdd6-5a70165aa915d%22	https://covid.gov.pk/new_guidelines/image/01June2020_11.PNG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/01June2020_11.png	(from https://covid.gov.pk/guideline)
05:09:13	114151/114151	---M--	200	added ('OK')	image/jpeg	etag:%221bde7-5a701da9fd9e8%22	https://covid.gov.pk/new_guidelines/image/01June2020_sop_ramzan.jpeg	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/01June2020_sop_ramzan.jpg	(from https://covid.gov.pk/guideline)
05:09:13	254067/254067	---M--	200	added ('OK')	application/pdf	etag:%223e073-5a70165aa915d%22	https://covid.gov.pk/new_guidelines/01June2020_20200503_Guidelines_for_Dental_Services.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/01June2020_20200503_Guidelines_for_Dental_Services.pdf	(from https://covid.gov.pk/guideline)
05:09:13	580788/580788	---M--	200	added ('OK')	application/pdf	etag:%228dcb4-5a701733b752b%22	https://covid.gov.pk/new_guidelines/01June2020_20200509-Guidance_on_selection_and_use_of_PPE.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/01June2020_20200509-Guidance_on_selection_and_use_of_PPE.pdf	(from https://covid.gov.pk/guideline)
05:09:13	400870/400870	---M--	200	added ('OK')	application/pdf	etag:%2261de6-5a7017867b458%22	https://covid.gov.pk/new_guidelines/01June2020_20200519__Guidelines_for_Cleaning_&_Disinfection_of_Environmental_Surfaces_V3.pdf	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/01June2020_20200519__Guidelines_for_Cleaning_&_Disinfection_of_Environmental_Surfaces_V3.pdf	(from https://covid.gov.pk/guideline)
05:09:14	94977/94977	---M--	200	added ('OK')	image/png	etag:%2217301-5a7015f99f920%22	https://covid.gov.pk/new_guidelines/image/01June2020_9.PNG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/01June2020_9.png	(from https://covid.gov.pk/guideline)
05:09:15	114151/114151	---M--	200	added ('OK')	image/jpeg	etag:%221bde7-5a701da9fd9e8%22	https://covid.gov.pk/new_guidelines/01June2020_sop_ramzan.jpeg	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/01June2020_sop_ramzan.jpg	(from https://covid.gov.pk/guideline)
05:09:15	74906/74906	---M--	200	added ('OK')	image/png	etag:%221249a-5a7015d356213%22	https://covid.gov.pk/new_guidelines/image/01June2020_8.PNG	C:/My%20Web%20Sites/test/covid.gov.pk/new_guidelines/image/01June2020_8.png	(from https://covid.gov.pk/guideline)
